epoch,acc,loss,lr,mse,val_acc,val_loss,val_mse
52,0.8915693759918213,0.22264103591442108,1.0000001e-13,0.07258770614862442,0.8894281983375549,nan,nan
53,0.8915695548057556,0.22264106571674347,1.0000001e-13,0.07258770614862442,0.8894281983375549,nan,nan
54,0.8915693759918213,0.22264106571674347,1.0000001e-13,0.07258770614862442,0.8894281983375549,nan,nan
55,0.8915693759918213,0.22264106571674347,1.00000015e-14,0.07258770614862442,0.8894281983375549,nan,nan
56,0.8915693759918213,0.22264106571674347,1.00000015e-14,0.07258770614862442,0.8894281983375549,nan,nan
57,0.8915693759918213,0.22264106571674347,1.00000015e-14,0.07258770614862442,0.8894281983375549,nan,nan
58,0.8915693759918213,0.22264106571674347,1.00000015e-14,0.07258770614862442,0.8894281983375549,nan,nan
59,0.8915693759918213,0.22264106571674347,1.00000015e-14,0.07258770614862442,0.8894281983375549,nan,nan
60,0.8915693759918213,0.22264106571674347,1.0000001e-15,0.07258770614862442,0.8894281983375549,nan,nan
61,0.8915693759918213,0.22264106571674347,1.0000001e-15,0.07258770614862442,0.8894281983375549,nan,nan
62,0.8915693759918213,0.22264106571674347,1.0000001e-15,0.07258770614862442,0.8894281983375549,nan,nan
63,0.8915693759918213,0.22264106571674347,1.0000001e-15,0.07258770614862442,0.8894281983375549,nan,nan
64,0.8915693759918213,0.22264106571674347,1.0000001e-15,0.07258770614862442,0.8894281983375549,nan,nan
65,0.8915693759918213,0.22264106571674347,1.0000001e-16,0.07258770614862442,0.8894281983375549,nan,nan
66,0.8915693759918213,0.22264106571674347,1.0000001e-16,0.07258770614862442,0.8894281983375549,nan,nan
67,0.8915693759918213,0.22264106571674347,1.0000001e-16,0.07258770614862442,0.8894281983375549,nan,nan
68,0.8915693759918213,0.22264106571674347,1.0000001e-16,0.07258770614862442,0.8894281983375549,nan,nan
69,0.8915693759918213,0.22264106571674347,1.0000001e-16,0.07258770614862442,0.8894281983375549,nan,nan
70,0.8915693759918213,0.22264106571674347,1.0000001e-17,0.07258770614862442,0.8894281983375549,nan,nan
71,0.8915693759918213,0.22264106571674347,1.0000001e-17,0.07258770614862442,0.8894281983375549,nan,nan
72,0.8915693759918213,0.22264106571674347,1.0000001e-17,0.07258770614862442,0.8894281983375549,nan,nan
73,0.8915693759918213,0.22264106571674347,1.0000001e-17,0.07258770614862442,0.8894281983375549,nan,nan
74,0.8915693759918213,0.22264106571674347,1.0000001e-17,0.07258770614862442,0.8894281983375549,nan,nan
75,0.8915693759918213,0.22264106571674347,1e-18,0.07258770614862442,0.8894281983375549,nan,nan
76,0.8915693759918213,0.22264106571674347,1e-18,0.07258770614862442,0.8894281983375549,nan,nan
77,0.8915693759918213,0.22264106571674347,1e-18,0.07258770614862442,0.8894281983375549,nan,nan
78,0.8915693759918213,0.22264106571674347,1e-18,0.07258770614862442,0.8894281983375549,nan,nan
79,0.8915693759918213,0.22264106571674347,1e-18,0.07258770614862442,0.8894281983375549,nan,nan
80,0.8915693759918213,0.22264106571674347,1.00000003e-19,0.07258770614862442,0.8894281983375549,nan,nan
81,0.8915693759918213,0.22264106571674347,1.00000003e-19,0.07258770614862442,0.8894281983375549,nan,nan
82,0.8915693759918213,0.22264106571674347,1.00000003e-19,0.07258770614862442,0.8894281983375549,nan,nan
83,0.8915693759918213,0.22264106571674347,1.00000003e-19,0.07258770614862442,0.8894281983375549,nan,nan
84,0.8915693759918213,0.22264106571674347,1.00000003e-19,0.07258770614862442,0.8894281983375549,nan,nan
85,0.8915693759918213,0.22264106571674347,1.00000005e-20,0.07258770614862442,0.8894281983375549,nan,nan
86,0.8915693759918213,0.22264106571674347,1.00000005e-20,0.07258770614862442,0.8894281983375549,nan,nan
87,0.8915693759918213,0.22264106571674347,1.00000005e-20,0.07258770614862442,0.8894281983375549,nan,nan
88,0.8915693759918213,0.22264106571674347,1.00000005e-20,0.07258770614862442,0.8894281983375549,nan,nan
89,0.8915693759918213,0.22264106571674347,1.00000005e-20,0.07258770614862442,0.8894281983375549,nan,nan
90,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
91,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
92,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
93,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
94,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
95,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
96,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
97,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
98,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
99,0.8915693759918213,0.22264106571674347,1e-20,0.07258770614862442,0.8894281983375549,nan,nan
